ID,Tweet Text,Relevance,Information Type,Event
[1061249776795246592],"['#عاجل | الديوان الملكي الهاشمي يعلن تنكيس علم السارية على المدخل الرئيسي للديوان الملكي لمدة 3 أيام، حدادا على أرواح الضحايا من أبناء وبنات الوطن الذين داهمتهم السيول في عدد من مناطق المملكة\n\n#الغد #الأردن #سيول_الأردن https://t.co/1R9aXeEg2c']",Related,Other useful information,Jordan floods
[1061249760970133505],['إنـا لله وإنـا إليه راجعون\nتعازينا ومواساتنا لإخواننا في الأردن\nنسأل الله تعالى أن يغفر لأمواتهم ويرحمهم\nونسأله جل جلاله أن يشفي المصابين\nحفظ الله الأردن وشعبها من كل مكروه..\n#سيول_الأردن https://t.co/qdil72p79A'],Related,Sympathy and emotional support,Jordan floods
[1061249721707216896],['ربي يحفض الاردن وشعب الاردن من كل شر 💔 #سيول_الاردن'],Related,Sympathy and emotional support,Jordan floods
[1061249339643826176],['من يتحدث عن  رومانسية المطر\nبعد اليوم كاذب كاذب......\nهو نشيج مزاريب السياب ووحيده الضائع لا غير . #سيول_الاردن'],Not related,Not applicable,Jordan floods
[1061249265949913088],['اللهم سقيا رحمه ..لا سقيا عذاب .. اللهم احفظ الأردن واهلها\n#سيول_الأردن'],Related,Sympathy and emotional support,Jordan floods
[1061249151932006400],['#سيول_الاردن    باسمك اللهم على الاردن حتى يهدأ فؤادها  \nاللهم سقيا رحمه لا سقيا عذاب.💔😔🇯🇴'],Related,Sympathy and emotional support,Jordan floods
[1061249143203606528],['الله يرحم الشهداء وربنا يصبر أهاليهم !  #سيول_الاردن'],Related,Sympathy and emotional support,Jordan floods
[1061249089306849280],"['#سيول_الاردن\n\n\'\nالله يحفظكم أهلنا في الأردن ويجعله غيث خير وبركة .\n.\nادعوا بهذا الدعاء   اللهم حوالينا ولا علينا، اللهم على الآكام والظراب وبطون الأودية ومنابت الشجر"" \n\'\nالله يحميكم من كل بأس .']""",Related,Sympathy and emotional support,Jordan floods
[1061248753850634240],['ارتفاع عدد وفيات #سيول_الاردن  يوم الجمعة إلى 12 شخصا  والرحمة لأرواحهم  .. وتم تنكيس علم السارية للديوان الملكي حدادا على ارواح الضحايا  \nوالأدعية من الاعماق لشفاء المصابين \nوحمى الله الاردنيين وكل من تجتاجهم المتغييرات المناخية القاسية في شتى بقاع الأرض'],Related,Affected individuals,Jordan floods
[1061248507523276800],"['#سيول_الاردن الله يشفيه ، أنا ألاحظ أنه لا يوجد تنسيق في عملية الإنقاذ من خطر السيول مفروض مزودين بحبال ووسائل سلامه، واستشهد منهم أكثر من واحد في الفيضانات الاخيره مسؤلية من خلي المواطن على جنب https://t.co/TwABtpAcFs']",Related,Other useful information,Jordan floods
[1061248448333254656],"['اللهم الاردن وابناؤه، اللهم وطني الاردن وشعبه في امانك وحمايتك ورأفتك.\n#سيول_الاردنِ \n#الاردن_تغرق']",Related,Sympathy and emotional support,Jordan floods
[1061248276710744070],['هذا الطين الذي تزهوا به ثيابكم هو نيشان على صدوركم بانكم الفرسان النشامى- حفظكم الله #سيول_الأردن https://t.co/UyqnjxBOMr'],Not related,Not applicable,Jordan floods
[1061248217323573248],['اللهم ألطف بنا فيما جرت به المقادير\n\n#سيول_الاردن \n #الكويت_تغرق\n#أمطار_السعودية'],Related,Sympathy and emotional support,Jordan floods
[1061248194980515841],"['إذا اشتدّ المطر\nوخاف النّاس ضرَرَه\nفمن السُّنّة أن يدعو المسلم فيقول:\n اللَّهمَّ سُقْيَا رَحمة ولا سُقْيَا عذابٍ ولا بلاء، ولا هدمٍ ولا غرق،\n اللَّهُمَّ على الظِّرابِ ومنابت الشَّجر،\nاللَّهُمَّ حواليْنَا ولا علينا "" \n\n#سيول_الاردن']""",Related,Sympathy and emotional support,Jordan floods
[1061248016257032192],['من أفقر الدول مائيا و سكان عم بموتو غرق ! منيح ما في بترول ويلا كان ولعو فينا #سيول_الأردن #البحر_الميت #مادبا'],Related,Not applicable,Jordan floods
[1061247865488596993],"['الديوان الملكي الهاشمي يعلن تنكيس علم السارية على المدخل الرئيسي للديوان الملكي لمدة ٣ أيام ، حدادا على أرواح الضحايا من أبناء و بنات الوطن الذين داهمتهم السيول في عدد من مناطق المملكة #الأردن #سيول_الاردن']",Related,Other useful information,Jordan floods
[1061247802917994496],['#سيول_الاردن الظاهر انه الأمطار لهذا العام تهطل لكشف ضعف البنية التحتية في أنحاء الأردن... الله يرحم الضحايا ويصبر أهاليهم 💔💔'],Related,Sympathy and emotional support,Jordan floods
[1061247473543454720],['بهدف تقديم الدعم للمؤسسات والعاملين فيها سواء في اماكن عملهم او سكنهم\nhttps://t.co/ZcJEff2zGD\n#سيول_الأردن #الأردن'],Related,Donations and volunteering,Jordan floods
[1061247402462601216],['لولا العيب والحرام وشوية فيوز بالمخ لسا شغالين بيحطوا الحق ع ربنا ليش نزل مطر \nاللهم لا تؤاخذنا.... #سيول_الاردن'],Not related,Not applicable,Jordan floods
[1061247167808094208],['سفير خادم الحرمين لدى الأردن يعزي في ضحايا السيول\nhttps://t.co/Mu3JtGknSi\n#سيول_الاردن https://t.co/oRmFWBpOg0'],Related,Sympathy and emotional support,Jordan floods
[1061247074015043585],['#سيول_الاردن\nالله يجيب الخير \n((الله يجيب #السحايب ويربع ممشا الركايب) ) https://t.co/qRmbjgMB75'],Not related,Not applicable,Jordan floods
[1061246525169377280],['اللهم أجل الامطار علينا سقيا رحمة لا سقيا عذاب واحفظ بلادنا من كل شر وسوء يارب   🇯🇴 واحفظ أخواننا بالكويت واجعل الغيث عليهم رحمة يارب 🇰🇼\n#سيول_الاردن \n#الكويت_تغرق'],Related,Sympathy and emotional support,Jordan floods
[1061246336715182080],"['على طاري من وين هاي المي كلها بتيجي \nقال تعالىففتحنا أبواب السماء بماء منهمر""\nخلينا نتخلص من كمية القمامة إلي استفرغوها بعقولنا!\nونعرف أنه مَ في مادة سوداء ولا مادة مظلمة ولا مادة معتمة ولا فضاء ومجهول!! \nفوقنا بالسما في مي ..مش أكثر\n#سيول_البتراء\n#سيول_الاردن']""",Not related,Not applicable,Jordan floods
[1061246292452691969],['يـ ناس ... احنا ب قرى معان ... اول مره بشوف شتا زي هيك ... قبل شوي سيول رهيبه جدا قسم بالله العظيم\n\nاشي بخووووووووف 😭💔 .. يا رب سقيا رحمة مش سقيا عذاب 😔 \n\n #سيول_الاردن'],Related,Sympathy and emotional support,Jordan floods
[1061246169844719623],['الخزنة ما غرقت رغم السيول.. لأنه جاهزية الانباط قبل 5000 سنة فيها شبكات تصريف للمياه يا أبوجاهزية\n.\nشكله المسؤول و المقاول كاينيين اولاد بلد\n\n #سيول_الاردن https://t.co/uvmrf2s1Bx'],Related,Infrastructure and utilities damage,Jordan floods
[1061246130397306881],['اخلاء3500سائح باحترافية !!\nذكرتني الصورة بجلب الحلال بس حلال مو بلدي.\n#سيول_الأردن #سيول_البتراء https://t.co/ZYltj8w3FL'],Related,Affected individuals,Jordan floods
[1061246128069468160],['هل ستبقى الأعلام منكسة هذا الشتاء 💔#سيول_الاردن'],Not related,Not applicable,Jordan floods
[1061246104002588673],['تنكيس الديوان الملكي الأردني الأعلام حدادا على أرواح ضحايا السيول\nhttps://t.co/bnnkxeJbq7\n#الأردن\n#سيول_الاردن\n#العرب_مباشر https://t.co/R6asWbu6bS'],Related,Other useful information,Jordan floods
[1061245903300935681],['الحمد لله  تنحصر جاهزية الدولة الاردنيه في الازمات في حصر عدد الشهداء و الخسائر ... #سيول_الاردن'],Related,Not applicable,Jordan floods
[1061245635918204928],['إنقاذ 25 شخصاً حاصرتهم السيول في #الجفر \n\nhttps://t.co/NdC4rZQsKv\n\n#الغد #الأردن #سيول_الأردن https://t.co/A3a1S4K34X'],Related,Affected individuals,Jordan floods
[1061245605983465474],['عاجل: تشهد بعض المناطق (الآن) تساقطاً كثيفاً للأمطار وحبات البرد ما يستدعي السير عليها بحذر شديد :\n\n* طريق النقب بتجاه العقبة سالكة بحذر شديد بسبب تساقط الامطار وحبات البرد.\n\n* طريق اذرح سالكة بحذر شديد بسبب تساقط الامطار وحبات البرد.\n#سيول_الاردن #هلا_اخبار'],Related,Caution and advice,Jordan floods
[1061245602640683009],['ادارة ووضع استراتيجيات وحلول للمخاطر من الحكومة يقابلها وعي الشعب للمخاطر \n#سيول_الاردن #مادبا https://t.co/ibjfuQ0uhK'],Related,Not applicable,Jordan floods
[1061245573792219136],['لا اله الا الله محمد رسول الله 💔 اللهم صبر اهل الاردن في مصابهم وارزق سبحانك أهلهم الصبر والسلوان 💔💔 😢😢\n#SouhilaBenLachhab\n#سيول_الاردن https://t.co/KC26B9i7Xh'],Related,Sympathy and emotional support,Jordan floods
[1061245570646466561],"['#سيول_الاردن\nعلى المستوى الفردي فإن بطولات رجال الدفاع المدني والاجهزة الأمنية تتحدث عن نفسها، فهم يبهروننا كل يوم بفدائيتهم المذهلة التي قل نظيرها.\nأما على الصعيد الجماعي وفي مسار تنسيق الجهود والتجهيز لطوارئ كهذه فمن الواضح انها لم تتجاوز ذلك الاجتماع(الصوري)للجنة الدفاع المدني']",Related,Sympathy and emotional support,Jordan floods
[1061245564023648256],['انا لله وانا اليه راجعون ...\nرحم الله شهداء الوطن ونسأل الله الشفاء العاجل لجميع المصابين ....\n#سيول_الاردن'],Related,Sympathy and emotional support,Jordan floods
[1061245409094459393],['الالاف يشيعيون جثمان الشهيد الغطاس حارث الجبور #سيول_الاردن https://t.co/qdHUFYjnsC https://t.co/5OuBhvpd7Y'],Related,Sympathy and emotional support,Jordan floods
[1061245308926128129],['يا امي يا بلدي 🥀 #سيول_الاردن'],Not related,Not applicable,Jordan floods
[1061245303892914176],['سفير المملكة بالأردن يعزي في ضحايا السيول https://t.co/2i3UmDRWYS\n\n#سيول_الأردن  #السعودية\n#صحيفة_المدينة'],Related,Sympathy and emotional support,Jordan floods
[1061245202919313408],['العمل: لجان الطوارئ في حالة انعقاد دائم\n\nhttps://t.co/TiXXPCJez3\n#بترا #الأردن #سيول_الأردن https://t.co/vFjo36GVuI'],Related,Other useful information,Jordan floods
[1061245078725910529],['شاهد فرق الدفاع المدني وهي تبحث عن طفلة مفقودة في مادبا - صور\n\nhttps://t.co/wRRgx6ShBJ\n\n#سيول_الاردن https://t.co/y0kpzPB525'],Related,Affected individuals,Jordan floods
[1061244941437931520],['عاجل | #الرزاز : هذه أيام عصيبة وهناك تغير مناخي كوني يمر به العالم وعلينا أن نكون دائماً جاهزين للتعامل مع هذه التحديات.\n\n#AmmanTV #الأردن #سيول_الاردن #الحالة_الجوية https://t.co/fG97fMtmy7'],Related,Other useful information,Jordan floods
[1061244835133296641],"['اللهم تقبل من استشهد في خدمة وطننا واحفظ بلدي الاردن من كل مكروه، واللهم اجعل الأمطار علينا امطار خير ورحمه. يا رب رحمتك..يا رب لطفك.. يا رب عفوك.. ربي احفظنا من گل سوء #سيول_الاردن #الحاله_الجويه #الطقس #الاردن #حب_الاردن https://t.co/uKFdurzW2o']",Related,Sympathy and emotional support,Jordan floods
[1061244787980939264],['تعازينا الحارة لأسر شهداء #سيول_الاردن. اللهمَّ ارحمهم واسكنهم فسيح جناتك والهم أهلهم الصبر والسلوان.'],Related,Sympathy and emotional support,Jordan floods
[1061244727297748992],['حسابات للبيع تواصل خاص \n\n #سيول_الاردن'],Not related,Not applicable,Jordan floods
[1061244610377379841],['استمرار البحث عن آخر طفلة مفقودة بالهيدان\n\n https://t.co/xjgb0AUHVV\n\n#الغد #الأردن #سيول_الأردن https://t.co/L6Dk98uqyb'],Related,Affected individuals,Jordan floods
[1061244603720974336],['الوزارة تواصلت مع كافة المؤسسات والمراكز الايوائية التابعة لها للتأكيد على استمرارية عملها وتقديم الخدمات \nhttps://t.co/bMdNtZmXFM\n#سيول_الأردن #الأردن'],Related,Donations and volunteering,Jordan floods
[1061244597253353472],"['الديوان الملكي الهاشمي يعلن تنكيس علم السارية على المدخل الرئيسي للديوان الملكي لمدة ثلاثة أيام، حدادا على أرواح الضحايا من أبناء وبنات الوطن الذين داهمتهم السيول في عدد من مناطق المملكة.\n\n#AmmanTV #الأردن #سيول_الاردن #الاردن #الحالة_الجوية https://t.co/EjcFOYTZ7S']",Related,Other useful information,Jordan floods
[1061244491795963906],['الرزاز صار عالم مناخ \nيا رجل ارجع للسجلات  والإحصائيات \nمن طول عمرها البلد تتعرض في موسم الخريف الى حالات عدم استقرار وفيضانات\n#سيول_الاردن https://t.co/uqCUIVZ3qr'],Related,Not applicable,Jordan floods
[1061244435210665985],"['#سيول_الاردن الاردن 3 افقر دولة في العالم مائيا، والناس فيها يموتون جراء السيول...... عجبي']",Related,Not applicable,Jordan floods
[1061244413471608832],"['قبل كل شتوية بطلعوا المسؤولين وبحكولك احنا مستعدين لفصل الشتاء والجهوزية عالية ، ولكن مع اول منخفض بنشوف كارثة وفاجعة طيب ايش هي هاذي الاستعدادات بالضبط ؟؟\nمش المفروض يتم صيانة وتنظيف شبكات تصريف الامطار ؟! وكمان تنظيف العبارات والتأكد من مدى جهوزيتها ؟!\n#سيول_الاردن']",Related,Not applicable,Jordan floods
[1061244241848995840],['البنيه الفوقيه سبب كل مصايب البنيه التحتيه\n\nالله ينتقم من الي فوق!!\n\n #سيول_الاردن'],Related,Not applicable,Jordan floods
[1061244093488078853],['عاجل | الرزاز: أطلقنا العديد من التحذيرات مراراً وتكراراً على مدى الأيام الأخيرة على كافة وسائل الإعلام لأن وعي المواطن بالمخاطر المقبلة هو الأساس في الوقاية من هذه التحديات.\n\n#AmmanTV #الحالة_الجوية #السيول #سيول_الاردن #الاردن https://t.co/cUy30OtNMJ'],Related,Caution and advice,Jordan floods
[1061244049636634624],"['اللهُم استودعناك الاردن برها وبحرِها وجوها ، اللهُم عابر نافع بلا هدم ولا غرق،اللهم اجعلها سقيا رحمة لا سقيا عذاب #الاردن 🇯🇴\n#سيول_الاردن']",Related,Sympathy and emotional support,Jordan floods
[1061244045987602432],['أحد البيوت المتضررة في منطقة نزهة الوالة بالقرب من سد الوالة\n#هلا_أخبار #سيول_الأردن #الأردن https://t.co/xqTttni2dp'],Related,Affected individuals,Jordan floods
[1061243965318590465],['#سيول_الاردن تكفون ي اهل الخير الله يخليكم ابي فزعتكم محتاجه تكفون الفين اريال الله يخليكم علينا اجار بيت محتاجين ملابس شتويه وامي تو مسويه عمليه الله يخليكم انا بنت واكبر واحده وحامله مسوليةة خواتي الله يفتحها عليكم ابي فزعتكم انا بنتكم ساعدوني الله يشفي اهلكم'],Not related,Not applicable,Jordan floods
[1061243964181938177],['#سيول_الاردن\nالحمدلله ع نعمة المطر… اللهم صيبا نافعا\n.\n. https://t.co/Wo54yCul3j'],Not related,Not applicable,Jordan floods
[1061243928895197186],"['#سيول_الاردن هل يتم محاسبة الحكومات السابقة والحالية بتهمة قتل ٣٢"" اردنيا بسبب هشاشية البنية التحتية والتقصير والفساد.']""",Related,Other useful information,Jordan floods
[1061243746749243392],['الانباط قبل 2000 سنة لما بنوا البتراء كانوا حاسبين حساب السيول والفيضانات \nدول وحكومات القرن الواحد والعشرين بتقلك تغير مناخي \nيلعن الي ربط الحمار وفلتك \n#سيول_الاردن \n#البتراء'],Related,Infrastructure and utilities damage,Jordan floods
[1061243619615694849],['#سيول_الاردن\nما نراه من تغيرات مناخيه وبيئيه يتوافق مع احاديث النبي (ص) عن آخر الزمان ومن اهم اسباب ابتلاء الامم هو الكف عن الامربالمعروف والنهي عن المنكر والمجاهره بالمعصيه\nيسمى الان قانون الحريات حتى اصبح الامر بالمعروف والنهي عن المنكر يدخلك تحت طائله المسائله القانونيه !'],Not related,Not applicable,Jordan floods
[1061243516964298752],['#عاجل | #الرزاز  من  المركز الوطني للأمن وإدارة الأزمات: أطلقنا العديد من التحذيرات مراراً وتكراراً على مدى الأيام الأخيرة على كافة وسائل الإعلام لأن وعي المواطن بالمخاطر المقبلة هو الأساس في الوقاية من هذه التحديات.\n\n#الغد #الأردن #سيول_الأردن'],Related,Caution and advice,Jordan floods
[1061243390648557568],['الديوان الملكي يعلن تنكيس علم السارية لمدة 3 أيام حدادا على أرواح الضحايا ..\n#سيول_الاردن'],Related,Other useful information,Jordan floods
[1061243363997966336],['عاجل #الأردن | المتحدثة باسم الحكومة: 4 من الإسرائيليين الـ5 المفقودين تواصلوا مع أهاليهم\n\nhttps://t.co/v2pcwG8gQv\n\n| #سيول_الأردن https://t.co/9rh9tze7su'],Related,Affected individuals,Jordan floods
[1061243207193911296],"['بلد النصف مليون مهندس !! ، تسقط هندسياً !! #سيول_الاردن']",Related,Infrastructure and utilities damage,Jordan floods
[1061242877358075904],"['الله يرحم الشهداء ، ربي اغفر وارحم وانت ارحم الراحمين ، والله انو كلو غضب  #سيول_الاردن']",Related,Sympathy and emotional support,Jordan floods
[1061242271998402561],['دائماً ندعو الله العلّي القدير ان تكون الأمطار رحمة وغيث على العباد.رحم الله من فقدناهم في الساعات الاخيرة من مدنيين ومن الدفاع المدني وأعان ذويهم وصبّرهم ووفّق فرق الإنقاذ من الأجهزة المعنية وحمى سبحانه وتعالى #الأردن والأردنيين وجنّبهم كل مكروه #سيول_الاردن 🇯🇴🇯🇴🇯🇴'],Related,Sympathy and emotional support,Jordan floods
[1061242206617563136],['هاد ما بتيجي المربعانية غير الناس بالأردن كلها رايحه!\n#سيول_الأردن https://t.co/Ta8PQS3v9i'],Not related,Not applicable,Jordan floods
[1061242091639107584],['رتفاع عدد ضحايا #سيول_الاردن إلى 11 قتيلاً\n رابط لمنع الحجب: https://t.co/LHTNlwvv4J\nhttps://t.co/PvVbNuVon9'],Related,Affected individuals,Jordan floods
[1061241870225940481],['#سيول_الأردن #سيول_البتراء_ومعان \n\nبحكو السياح حالفين بالطلاق إذا بحياتهم بدخلو الأردن 😁 https://t.co/teFSJarDqb'],Not related,Not applicable,Jordan floods
[1061241724184547328],['فرق #الدفاع_المدني تبحث عن الطفلة المفقودة في محافظة مادبا جراء السيول \nhttps://t.co/86YLNIYaE7\n#سيول_الأردن #الأردن https://t.co/xXPi5hzGY9'],Related,Affected individuals,Jordan floods
[1061241622770397184],"['بعد حوادث #سيول_الاردن شو المطلوب منا؟\n-متابعة النشرة الجوية خاصة في الظروف الجوية الصعبة\n-سكان المناطق المنخفضة والأودية لازم ياخدو حذرهم دائما\n-تعليم مبادئ السلامة العامة بالمدارس والجامعات والشركات، لازم نتعلم كيف نتصرف في مختلف الأحوال الجوية\n-توفير عدة سلامة وإنقاذ بكل سيارة']",Related,Caution and advice,Jordan floods
[1061241616378327040],['#عاجل:\n\nالعثور على 4 إسرائيليين فقدوا جنوب الأردن \n\nhttps://t.co/BdHpxhLugJ\n\n#الغد #الأردن #عمان #سيول_الأردن https://t.co/attUlbjg5P'],Related,Affected individuals,Jordan floods
[1061241602713239552],['#عاجل\n\nالدفاع المدني: العثور على جثة فتاة وجاري البحث عن طفلة مفقودة\n\n#الغد #الأردن #عمان #سيول_الاردن https://t.co/CvdSPhPR5j'],Related,Affected individuals,Jordan floods
[1061241598560948225],"['#سيول_الاردن\nفي أمريكا تعرضت لإعصار من الدرجة الرابعة إستمر مدة عشرين يوم تقريبا،كل الخسائر كانت 31 واحد،احنا حالة عدم استقرار وشوية مطر راح 30  واحد في شتوية لسى ما بلشت.']",Not related,Not applicable,Jordan floods
[1061241327747321857],['غنيمات: استمرار البحث عن آخر طفلة مفقودة بالهيدان\n\n#بترا #الهيدان #مادبا #سيول_الأردن #عاجل'],Related,Affected individuals,Jordan floods
[1061240902562263040],['عظم الله أجرك يا وطني\n#سيول_الاردن https://t.co/DI7CdvskVi'],Related,Sympathy and emotional support,Jordan floods
[1061240863169363969],"['#سيول_الاردن\nالصور تذبحنا، وتزيد الألم.\nكونوا أكثر رفقا.']",Not related,Not applicable,Jordan floods
[1061240602619199488],['شكله رح يضل منكس للصيفية الجاي #سيول_الاردن https://t.co/SGyKTK3qWy'],Not related,Not applicable,Jordan floods
[1061240521111285760],['عظم الله أجرك يا وطن🇯🇴\n#سيول_الاردن #شهداء_الاردن\nرحمه الله عليهم وانا لله وانا اليه راجعون https://t.co/uoTEFP99rR'],Related,Sympathy and emotional support,Jordan floods
[1061240177031634954],['أصحاب نظريه المؤامرة خلصو من قصه فتحو السد بلشو بقصة انو كان في عمليه استمطار من قبل ايدي خفيه  🤔\n#سيول_الأردن'],Not related,Not applicable,Jordan floods
[1061239943249489922],['صوت من الخارج: لا يا رياض لا\nصوت من الداخل: لا تتركهم يا رياض لا #سيول_الاردن https://t.co/AiOZ6fz2Wg'],Not related,Not applicable,Jordan floods
[1061239825720848389],['الحكومة: العثور على 4 إسرائيليين فقدوا والبحث جارٍ عن 2 آخرين\n\n#سيول_الأردن #هنا_المملكة\n\nhttps://t.co/gBGZ0nXOzn'],Related,Affected individuals,Jordan floods
[1061239803356897280],['بعض الطرق مغلقة بسبب ارتفاع منسوب المياه\nhttps://t.co/T1Dc38QUo5\n#سيول_الأردن #الأردن'],Related,Caution and advice,Jordan floods
[1061239704283164673],['#الغد  ترصد الوضع في #سد_الوالة في #مادبا  وعمليات البحث في محيطه عن مفقودين جراء سيول أمس (3/3)\n\nتصوير أمجد الطويل\n\n#الغد #الأردن #سيول_الأردن https://t.co/EGNY7ERPfW'],Related,Affected individuals,Jordan floods
[1061239693633830914],['#الغد  ترصد الوضع في #سد_الوالة في #مادبا  وعمليات البحث في محيطه عن مفقودين جراء سيول أمس (3/1)\n\nتصوير أمجد الطويل\n\n#الغد #الأردن #سيول_الأردن https://t.co/wHvQZpeEri'],Related,Affected individuals,Jordan floods
[1061239631193214976],['اللهم على الآكام والضراب وبطون الأودية اللهم لطفك باهلنا واحبتنا #سيول_الأردن'],Related,Sympathy and emotional support,Jordan floods
[1061239582568652801],['#عاجل .. العثور على 4 اسرائيلين مفقودين بالجنوب\n#الرأي #الراي #الأردن #مفقودين #سيول_الاردن \nhttps://t.co/JZNdAalK8Y'],Related,Affected individuals,Jordan floods
[1061239579347509250],['مادري ليش \nحاسه ان ( مشروع هارب )\nله دخل بالموضوع \n\n🙄\n\n#امطار_الكويت \n#سيول_الاردن \n#الرياض_تغرق'],Not related,Not applicable,Jordan floods
[1061239415555657728],['خلية ادارة الازمات تحييكم 🇯🇴🇯🇴✌️\n\n#سيول_الاردن https://t.co/x915rL9Clz'],Not related,Not applicable,Jordan floods
[1061239329618571265],['هل حقاً يوجد متسع لشهيد آخر !!\nهم شهداء الغرق و ضحايا فساد  \nو الله لو أن شهداء الدفاع المدني و المواطنين كانت في سبيل الدفاع عنه لخففت عنا كثيراً\nلكنهم ضحايا فساد بنية تحتية متهالكة لا رقيب عليها !\nأرض الوطن تضيق بكل قبر لشهيد قضى نتيجة الإهمال \n#سيول_الأردن https://t.co/9Yebg3SbRc'],Related,Infrastructure and utilities damage,Jordan floods
[1061239308278030337],"['نعم المناخ تغير وهذه أزمة عالمية وعانت منها دول كثيرة، لكن واجب ومسؤولية الدولة اتخاذ اجراءات عملية واستباقية لحماية أرواح الأردنيين وعدم الاكتفاء بالدعاء والفزعة عند وقوع المصيبة! #سيول_الأردن']",Related,Sympathy and emotional support,Jordan floods
[1061239100647370752],['#سيول_الاردن الله يهونها'],Related,Sympathy and emotional support,Jordan floods
[1061238580369068032],['@MIZaatreh الله المستعان.. الطمي للمواطنين.. ما يعرف غيرهم.\n#سيول_الاردن'],Not related,Not applicable,Jordan floods
[1061238572701925376],"['#سيول_الاردن  \n#سيول_الكويت\n #الرياض_تغرق\n\n قال رسول الله صل الله عليه وآله وسلم\n\nاللَّهُمَّ حَوَالَيْنَا وَلَا عَلَيْنَا، اللَّهُمَّ عَلَى الْآكَامِ، وَالظِّرَابِ، وَبُطُونِ الْأَوْدِيَةِ، وَمَنَابِتِ الشَّجَرِ""\n\nاللهم سلم سلم..']""",Related,Sympathy and emotional support,Jordan floods
[1061238490980147203],['تحذيرات لأصحاب العمل والعمال\n\nhttps://t.co/qCTW3o2Y7s\n\n#الاردن #سيول_الاردن https://t.co/ZMfhgaPC5h'],Not related,Not applicable,Jordan floods
[1061238486680944642],['سلامات لاهل المملكة ..\n#سيول_الاردن'],Related,Sympathy and emotional support,Jordan floods
[1061238449846530049],"['#سيول_الاردن  يارب ما لنا غيرك يا الله، ما عنا بنية تحتية عنا فاسدين وعطاءات بتتوزع على المعرفة، يارب ارحمنا.......']",Related,Sympathy and emotional support,Jordan floods
[1061238186884632576],['رَحِم الله شُهدائنا\n#سيول_الأردن 🙏🏻😭'],Related,Sympathy and emotional support,Jordan floods
[1061238147105898496],['سلطة اقليم البتراء اخلاء ٣٥٠٠ سائح بحرفيه وبخطه معده مسبقا\nوالله البلد هاي ربنا لطف وبلطف فيها .\n🐑🐑🐑🐑\n#اخبار_الاردن24 \n#سيول_الاردن https://t.co/uR1EktdSi0'],Related,Affected individuals,Jordan floods
[1061237830523990016],['الديوان الملكي يعلن عن تنكيس علم السارية لثلاثة أيام\n\n#جو24 #اخبار_الاردن24 #الاردن24 #jo24 #الاردن_24الاخبارية #البترا #معان #سيول_الاردن\n https://t.co/rzaLeUzpKf'],Related,Other useful information,Jordan floods
[1061237816359874562],"['الديوان الملكي الهاشمي يعلن تنكيس علم السارية على المدخل الرئيسي للديوان الملكي لمدة ثلاثة أيام، حدادا على أرواح الضحايا من أبناء وبنات الوطن الذين داهمتهم السيول في عدد من مناطق المملكة \u2067#الأردن\u2069\n#سيول_الأردن https://t.co/fhhtarvyDc']",Related,Other useful information,Jordan floods
[1061237613322006528],"['اللهم إنا نستودعك الأردن...  ليله ونهاره، أرضه وسمائه، رجاله ونسائه، شبابه وأطفاله...\nيا من لا تضيع عنده الودائع\nحمى الله أهل الجنوب.... حمى الله الوطن #سيول_الاردن']",Related,Sympathy and emotional support,Jordan floods
[1061237530161491968],['#سيول_الاردن\nاللهم اجعلها امطار خير ورحمة وبركة. \nولا تجعلها أمطار عذاب وهدم وغرق. \nاللهم احفظهم بحفظك الكريم واصرف عنهم كل سوء ومكروه.'],Related,Sympathy and emotional support,Jordan floods
[1061237488172310528],['غنميات: العثور على 4 اسرائيلين فقدوا التواصل مع اسرهم والبحث جارٍ عن 2 آخرين\n\n#بترا #الأردن #سيول_الأردن #عاجل'],Related,Affected individuals,Jordan floods
[1061237388251414528],['من أفقر الدول مائيا و سكان عم بموتو غرق ! منيح ما في بترول ويلا كان ولعو فينا \n#سيول_الأردن #البحر_الميت #مادبا'],Not related,Not applicable,Jordan floods
[1061237169380048897],"['.@RHCJO الديوان الملكي يعلن تنكيس علم السارية لمدة ثلاثة أيام، حدادا على أرواح الضحايا من أبناء وبنات الوطن الذين داهمتهم السيول في عدد من مناطق المملكة. #سيول_الأردن #الأردن #أردننا']",Related,Other useful information,Jordan floods
[1061237123876093953],['#عاجل : طرق ما زالت مغلقة بسبب السيول - أسماء\n\nhttps://t.co/e4A1su0bdZ\n\n#سيول_الاردن https://t.co/Ih4nbRoinP'],Related,Infrastructure and utilities damage,Jordan floods
[1061237054024093703],"['#سيول_الاردن \nالبتراء 9/تشرين الثاني\n\n بلد النصف مليون مهندس ، تسقط هندسياً!        .. يا رب سلم 💔😢 https://t.co/n9Eewe4U36']",Related,Infrastructure and utilities damage,Jordan floods
[1061236978329534465],['#سيول_الاردن عند المطر تأدب مع نعم الله فليس من الذوق وضع شيلة أو موسيقى فالوقت حري لإجابة الدعوات بأذن الله .. https://t.co/HLjxevwNAx'],Not related,Not applicable,Jordan floods
